id,project_id,unit_name,bedrooms,bathrooms,size_sqft,size_sqm,price_local_value,price_local_currency,price_note,floor,exposure,maintenance_fees,tax_note,availability_status,floorplan_url,vr_url,brochure_url,last_seen
1,1,Various,,,,,,,Price on request,,,,,,,,,2025-09-17 18:14:44.718105
